gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
29930,"Punch, or the London Charivari, Vol. 98 February 15, 1890",Various,116,en,Punch,Public domain in the USA.,true
29931,The Big Tomorrow,"Shaver, Richard S.",35925,en,Science Fiction,Public domain in the USA.,true
29932,The Harbor,"Poole, Ernest",5500,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,true
29933,"Le Tour du Monde; Shangaï, la métropole chinoise
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29934,"The Auburndale Watch Company
First American Attempt Toward the Dollar Watch","Battison, Edwin A.",34256,en,,Public domain in the USA.,true
29935,Inferno,"Strindberg, August",1609,sv,,Public domain in the USA.,true
29936,Flamedown,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,true
29937,Les Femmes qui tuent et les Femmes qui votent,"Dumas, Alexandre",672,fr,FR Politique,Public domain in the USA.,true
29938,"Blackwood's Edinburgh Magazine, Volume 59, No. 364, February 1846",Various,116,en,Blackwood's Edinburgh Magazine,Public domain in the USA.,true
29939,The Chinese Fairy Book,,,en,,Public domain in the USA.,true
29940,Dogfight—1973,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,true
29941,Zeitgemäßes über Krieg und Tod,"Freud, Sigmund",391,de,DE Sachbuch,Public domain in the USA.,true
29942,"A Letter to Hon. Charles Sumner, with 'Statements' of Outrages upon Freedmen in Georgia","Pierson, Hamilton W. (Hamilton Wilcox)",34259,en,,Public domain in the USA.,true
29943,"Le Tour du Monde; Éducation des nègres aux États-Unis
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29944,Tres Homes Dins D'una Barca (Sense comptar-hi el gos),"Jerome, Jerome K. (Jerome Klapka)",173,ca,,Public domain in the USA.,true
29945,Jan and Her Job,"Harker, L. Allen (Lizzie Allen)",25641,en,,Public domain in the USA.,true
29946,Eine Kindheitserinnerung aus »Dichtung und Wahrheit«,"Freud, Sigmund",391,de,DE Sachbuch,Public domain in the USA.,true
29947,Spacemen Never Die!,"Hershman, Morris",34261,en,Science Fiction,Public domain in the USA.,true
29948,Two Timer,"Brown, Fredric",32063,en,Science Fiction,Public domain in the USA.,true
29949,"Washington's Masonic Correspondence
As Found among the Washington Papers in the Library of Congress","Washington, George",4659,en,,Public domain in the USA.,true
29950,"Le Tour du Monde; À travers la Perse Orientale
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29951,"The Mayflower, January, 1905",Various,116,en,The Mayflower,Public domain in the USA.,true
29952,"The American Mind
The E. T. Earl Lectures","Perry, Bliss",1188,en,,Public domain in the USA.,true
29953,Commercialism and Journalism,"Holt, Hamilton",34264,en,,Public domain in the USA.,true
29954,There is a Reaper ...,"De Vet, Charles V.",32106,en,Science Fiction,Public domain in the USA.,true
29955,"Passeggiate per l'Italia, vol. 1","Gregorovius, Ferdinand",9530,it,IT Viaggi,Public domain in the USA.,true
29956,"Le Tour du Monde; Aux ruines d'Angkor
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29957,"Ein Stück Lebensgeschichte, und andere Erzählungen","Lagerlöf, Selma",1717,de,DE Prosa,Public domain in the USA.,true
29958,The Law-Breakers,"Cullum, Ridgwell",5545,en,,Public domain in the USA.,true
29959,Graham's Magazine Vol XXXIII No. 2 August 1848,Various,116,en,Graham's Magazine,Public domain in the USA.,true
29960,Oudheid en Middeleeuwen. Verhalen en schetsen,"Nuiver, A.",34268,nl,,Public domain in the USA.,true
29960,Oudheid en Middeleeuwen. Verhalen en schetsen,"Reinders, O. J.",34269,nl,,Public domain in the USA.,true
29961,Tre Donne,"Sperani, Bruno",34271,it,IT Romanzi,Public domain in the USA.,true
29962,Celebrity,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,true
29963,"Goodbye, Dead Man!","Harris, Tom W.",34273,en,Science Fiction,Public domain in the USA.,true
29964,"Clarissa: Preface, Hints of Prefaces, and Postscript","Richardson, Samuel",1959,en,,Public domain in the USA.,true
29965,Two Thousand Miles Below,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29966,Slaves of Mercury,"Schachner, Nathan",33823,en,Science Fiction/Astounding Stories,Public domain in the USA.,true
29967,Het Haarlemmer-Meer-Boek,"Leeghwater, Jan Adriaansz",34275,nl,Technology,Public domain in the USA.,true
29967,Het Haarlemmer-Meer-Boek,"Hasselt, Willem Jan Cornelis van",34276,nl,Technology,Public domain in the USA.,true
29968,Quatro Novelas,"Osório, Ana de Castro",32497,pt,PT Contos,Public domain in the USA.,true
29969,"The Celtic Magazine, Vol. 1, No. 3, January 1876
A Monthly Periodical Devoted to the Literature, History, Antiquities, Folk Lore, Traditions, and the Social and Material Interests of the Celt at Home and Abroad",Various,116,en,Celtic Magazine,Public domain in the USA.,true
29970,Twenty-four Little French Dinners and How to Cook and Serve Them,"Moore, Cora",34277,en,Cookbooks and Cooking,Public domain in the USA.,true
29971,"Old Groans and New Songs
Being Meditations on the Book of Ecclesiastes","Jennings, Frederick Charles",34278,en,,Public domain in the USA.,true
29972,The Fathers of Confederation: A Chronicle of the Birth of the Dominion,"Colquhoun, A. H. U. (Arthur Hugh Urquhart)",34279,en,,Public domain in the USA.,true
29973,The 'Patriotes' of '37: A Chronicle of the Lower Canada Rebellion,"DeCelles, Alfred D. (Alfred Duclos)",34280,en,,Public domain in the USA.,true
29974,Talismani,"Scott, Walter",59,fi,,Public domain in the USA.,true
29975,One Martian Afternoon,"Leahy, Tom",34282,en,Science Fiction,Public domain in the USA.,true
29976,Weak on Square Roots,"Burton, Russell",34283,en,Science Fiction,Public domain in the USA.,true
29977,"Le Laude
secondo la stampa fiorentina del 1490","Jacopone, da Todi",34285,it,IT Poesia,Public domain in the USA.,true
29978,"Shelley, Godwin and Their Circle","Brailsford, Henry Noel",34287,en,,Public domain in the USA.,true
29979,"Os tripeiros
romance-chronica do seculo XIV","Coelho Louzada, Antonio José",34288,pt,,Public domain in the USA.,true
29980,"The cock, the mouse, and the little red hen : $b an old tale retold","Lefèvre, Félicité",34289,en,,Public domain in the USA.,true
29981,The Truth About Woman,"Hartley, C. Gasquoine (Catherine Gasquoine)",9204,en,,Public domain in the USA.,true
29982,"Culture and Cooking; Or, Art in the Kitchen","Owen, Catherine",31905,en,Cookbooks and Cooking,Public domain in the USA.,true
29983,"St. Nicholas Magazine for Boys and Girls, Vol. 5, No 10, August 1878
Scribner's Illustrated",Various,116,en,St. Nicholas Magazine for Boys and Girls,Public domain in the USA.,true
29984,The History of the First West India Regiment,"Ellis, A. B. (Alfred Burdon)",34291,en,,Public domain in the USA.,true
29985,"Le Tour du Monde; Croquis Hollandais
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29986,"Le Tour du Monde; En Roumanie
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
29987,Join Our Gang?,"Lanier, Sterling E.",34292,en,Science Fiction,Public domain in the USA.,true
29988,"Blackwood's Edinburgh Magazine - Volume 57, No. 352, February 1845",Various,116,en,Blackwood's Edinburgh Magazine,Public domain in the USA.,true
29989,The Outbreak of Peace,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,true
29990,Satellite System,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,true
29991,The Boy Scouts on Belgian Battlefields,"Goldfrap, John Henry",1974,en,World War I,Public domain in the USA.,true
29992,"Punch, or the London Charivari, Volume 98, March 1, 1890",Various,116,en,Punch,Public domain in the USA.,true
29993,Poems,"Howells, William Dean",97,en,,Public domain in the USA.,true
29994,Irresistible Weapon,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction,Public domain in the USA.,true
29995,Galleria dos Vice-reis e Governadores da India Portugueza,"Delorme Colaço, José Maria",34295,pt,,Public domain in the USA.,true
29996,Manifesto dos Estudantes da Universidade de Coimbra á opinião illustrada do paiz,"Quental, Antero de",34296,pt,,Public domain in the USA.,true
29997,Soldados da Revolução,"Quental, Antero de",34296,pt,,Public domain in the USA.,true
29998,Ultimatum de 11 de Janeiro,"Quental, Antero de",34296,pt,,Public domain in the USA.,true
29999,"Costumes Madrilenos
Notas de um Viajante","Lima, S. de Magalhães (Sebastião de Magalhães)",9922,pt,,Public domain in the USA.,true
30000,"The Bird Book
Illustrating in natural colors more than seven hundred North American birds; also several hundred photographs of their nests and eggs.","Reed, Chester A. (Chester Albert)",34298,en,Animal/Animals-Wild-Birds,Public domain in the USA.,true
30001,"On the Origin of Clockwork, Perpetual Motion Devices, and the Compass","Price, Derek J. de Solla (Derek John de Solla)",34299,en,Technology/Manufacturing,Public domain in the USA.,true
30002,Sjambak,"Vance, Jack",34300,en,Science Fiction,Public domain in the USA.,true
30003,Law and Laughter,"Morton, George A. (George Alexander)",34301,en,British Law,Public domain in the USA.,true
30003,Law and Laughter,"Malloch, D. Macleod (Donald Macleod)",34302,en,British Law,Public domain in the USA.,true
30004,A Bottle of Old Wine,"Lewis, Richard O.",34303,en,Science Fiction,Public domain in the USA.,true
30005,"Zur Geschichte der Theorie der Elliptischen Transcendenten
In den Jahren 1826-29","Koenigsberger, Leo",34304,de,Mathematics/DE Sachbuch,Public domain in the USA.,false
30006,Cloudy Jewel,"Hill, Grace Livingston",2299,en,,Public domain in the USA.,true
30007,A Dear Little Girl's Thanksgiving Holidays,"Blanchard, Amy Ella",8406,en,,Public domain in the USA.,true
30008,Le féminisme français I: L'émancipation individuelle et sociale de la femme,"Turgeon, Charles Marie Joseph",34305,fr,FR Sciences et Techniques,Public domain in the USA.,true
30009,Le féminisme français II: L'émancipation politique et familiale de la femme,"Turgeon, Charles Marie Joseph",34305,fr,FR Sciences et Techniques,Public domain in the USA.,true
30010,Trees Are Where You Find Them,"Savage, Arthur Dekker",34306,en,Science Fiction,Public domain in the USA.,true
30011,"An Aviator's Field Book
Being the field reports of Oswald Bölcke, from August 1, 1914 to October 28, 1916","Boelcke, Oswald",34308,en,World War I,Public domain in the USA.,true
30012,L'Aiglon,"Rostand, Edmond",575,en,,Public domain in the USA.,true
30013,"Mémoires du maréchal Marmont, duc de Raguse (3/9)","Marmont, Auguste Frédéric Louis Viesse de, duc de Raguse",32686,fr,"FR Biographie, Mémoires, Journal intime, Correspondance",Public domain in the USA.,true
30014,Native Son,"Hamm, T. D.",34312,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,true
30015,Stopover Planet,"Gilbert, Robert E.",34313,en,Science Fiction,Public domain in the USA.,true
30016,"Medical Investigation in Seventeenth Century England
Papers Read at a Clark Library Seminar, October 14, 1967","Bodemer, Charles W.",34314,en,,Public domain in the USA.,true
30016,"Medical Investigation in Seventeenth Century England
Papers Read at a Clark Library Seminar, October 14, 1967","King, Lester S. (Lester Snow)",34315,en,,Public domain in the USA.,true
30017,My Father's Dragon,"Gannett, Ruth Stiles",34317,en,,Public domain in the USA.,true
30018,"Punch, or the London Charivari, Vol. 98, February 22nd, 1890",Various,116,en,Punch,Public domain in the USA.,true
30019,Navy Day,"Harrison, Harry",25395,en,Science Fiction,Public domain in the USA.,true
30020,The Matsuyama Mirror,,,en,,Public domain in the USA.,true
30021,"Correspondance inédite de Hector Berlioz, 1819-1868","Berlioz, Hector",31953,fr,"FR Biographie, Mémoires, Journal intime, Correspondance",Public domain in the USA.,true
30022,Graham of Claverhouse,"Maclaren, Ian",2364,en,,Public domain in the USA.,true
30023,"The Daughter of the Storage
And Other Things in Prose and Verse","Howells, William Dean",97,en,,Public domain in the USA.,true
30024,The Fisher-Boy Urashima,,,en,,Public domain in the USA.,true
30025,"Rugs: Oriental and Occidental, Antique & Modern
A Handbook for Ready Reference","Holt, Rosa Belle",34321,en,,Public domain in the USA.,true
30026,"A Story of One Short Life, 1783 to 1818","Stryker, Elisabeth G.",34322,en,,Public domain in the USA.,true
30027,Sult,"Hamsun, Knut",2376,no,Best Books Ever Listings,Public domain in the USA.,true
30028,"The Award of Justice; Or, Told in the Rockies: A Pen Picture of the West","Barbour, A. Maynard (Anna Maynard)",841,en,,Public domain in the USA.,true
30029,Lost in Translation,"Janifer, Laurence M.",25268,en,Science Fiction,Public domain in the USA.,true
30030,I coniugi Varedo,"Castelnuovo, Enrico",8678,it,IT Romanzi,Public domain in the USA.,true
30031,The Eye of Dread,"Erskine, Payne",34324,en,,Public domain in the USA.,true
30032,Nella lotta,"Castelnuovo, Enrico",8678,it,IT Romanzi,Public domain in the USA.,true
30033,"Punch, or the London Charivari, Vol. 98, February 8, 1890",Various,116,en,Punch,Public domain in the USA.,true
30034,I'll Kill You Tomorrow,"Huber, Helen",34325,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,true
30035,Off Course,"Reynolds, Mack",25744,en,Science Fiction,Public domain in the USA.,true
30036,"Word Study and English Grammar
A Primer of Information about Words, Their Relations and Their Uses","Hamilton, Frederick W. (Frederick William)",7092,en,,Public domain in the USA.,true
30037,In the Shadow of the Hills,"Shedd, George C. (George Clifford)",7131,en,,Public domain in the USA.,true
30038,A line-o'-verse or two,"Taylor, Bert Leston",34327,en,,Public domain in the USA.,true
30039,Adventurers of the Far North: A Chronicle of the Frozen Seas,"Leacock, Stephen",1221,en,,Public domain in the USA.,true
30040,"The Red River Colony
A Chronicle of the Beginnings of Manitoba","Wood, Louis Aubrey",7091,en,,Public domain in the USA.,true
30041,Mlle. Fouchette: A Novel of French Life,"Murray, Charles Theodore",34328,en,,Public domain in the USA.,true
30042,Streifzüge an der Riviera,"Strasburger, Eduard",34331,de,DE Sachbuch,Public domain in the USA.,true
30043,Lutezia,"Barrili, Anton Giulio",4056,it,IT Viaggi,Public domain in the USA.,true
30044,The Carnivore,"MacLean, Katherine",34332,en,Science Fiction/Science Fiction by Women,Public domain in the USA.,true
30045,Planet of Dreams,"McKimmey, James",34006,en,Science Fiction,Public domain in the USA.,true
30046,"Le Tour du Monde; Abydos
Journal des voyages et des voyageurs; 2e Sem. 1905",Various,116,fr,FR Voyages et pays,Public domain in the USA.,true
30047,"Aircraft and Submarines
The Story of the Invention, Development, and Present-Day Uses of War's Newest Weapons","Abbot, Willis J. (Willis John)",6179,en,World War I,Public domain in the USA.,true
30048,"The Contemporary Review, Volume 36, September 1879",Various,116,en,The Contemporary Review,Public domain in the USA.,true
30049,"Het huiselik en maatschappelik leven van de Zuid-Afrikaner
in de eerste helft der 18de eeuw","Dominicus, F. C. (Foort Cornelis)",34334,nl,,Public domain in the USA.,true
